hour,minute,time_of_day,day_name,day_of_week,is_weekend,destination_type,distance_to_dest_miles,gas_level_pct,driver_fatigue_level,speed_mph,trip_duration_minutes,weather,traffic,heart_rate_bpm,last_break_minutes_ago,outside_temp_f,is_night_driving,suggestion_label,suggestion_name,norm_distance,norm_gas,norm_fatigue,norm_speed,norm_trip_min,norm_heart_rate,norm_last_break,norm_temp_f
16,54,afternoon,Thu,3,0,grocery,18.03,98.4,3.89,38.0,12.0,clear,medium,72.6,36.8,38.6,0,0,no_action,0.1772,0.9987,0.3522,0.4016,0.062,0.2761,0.2597,0.4122
6,6,morning,Sat,5,1,gas_station,3.82,97.7,1.15,64.9,25.7,rain,medium,78.7,6.0,-2.7,0,6,weather_warning,0.0714,0.9584,0.1195,0.6824,0.112,0.36,0.0444,0.0098
12,50,afternoon,Fri,4,0,school,12.07,13.4,3.58,74.0,36.2,clear,medium,79.3,3.0,89.3,0,4,refuel_soon,0.1329,0.101,0.3253,0.8477,0.2169,0.3286,0.0,0.8006
3,20,night,Wed,2,0,restaurant,39.27,96.9,1.48,61.8,13.6,snow,medium,69.9,21.4,40.5,1,6,weather_warning,0.3799,0.9764,0.1599,0.6924,0.04,0.2187,0.131,0.4646
18,1,evening,Mon,0,0,grocery,13.73,14.7,2.9,57.8,28.8,fog,low,70.5,143.6,97.1,0,6,weather_warning,0.142,0.164,0.2679,0.648,0.1685,0.2101,0.8056,0.8912
0,23,night,Mon,0,0,restaurant,11.61,53.1,5.79,62.2,106.1,clear,low,86.0,9.5,23.6,1,1,take_break_now,0.0864,0.5215,0.5999,0.7035,0.6014,0.4441,0.0416,0.2749
18,3,evening,Wed,2,0,gym,20.06,94.2,5.88,78.5,46.5,clear,low,86.3,38.8,-9.3,0,2,take_break_soon,0.1926,0.9265,0.5747,0.9054,0.2404,0.4705,0.2249,0.0
5,56,morning,Thu,3,0,gym,6.89,57.6,4.97,68.9,83.6,snow,low,82.6,12.9,64.1,0,6,weather_warning,0.1293,0.5914,0.5176,0.7613,0.4086,0.4281,0.0547,0.6338
14,38,afternoon,Wed,2,0,work,9.93,77.8,1.45,79.5,10.2,clear,low,76.4,1.5,27.7,0,0,no_action,0.1444,0.8122,0.1442,0.8465,0.039,0.2748,0.0369,0.266
8,38,morning,Tue,1,0,gym,7.36,27.4,2.6,43.6,28.4,snow,low,59.7,18.3,19.6,0,0,no_action,0.0764,0.249,0.2512,0.5111,0.1423,0.1284,0.1016,0.23
22,48,night,Thu,3,0,grocery,16.99,16.9,5.0,52.5,17.2,clear,medium,77.2,0.3,91.8,1,4,refuel_soon,0.1111,0.1663,0.5432,0.5595,0.0893,0.3495,0.007,0.8954
8,27,morning,Tue,1,0,work,14.47,70.2,1.5,49.2,24.6,clear,low,62.6,61.6,40.3,0,0,no_action,0.1795,0.6902,0.1685,0.5522,0.1589,0.1611,0.2922,0.4492
22,38,night,Sat,5,1,restaurant,2.8,13.6,7.6,69.0,97.4,rain,low,90.4,1.4,98.7,1,1,take_break_now,0.035,0.172,0.7587,0.7831,0.5422,0.5081,0.0596,0.9416
15,15,afternoon,Sat,5,1,grocery,37.91,6.6,4.41,38.4,97.0,clear,medium,72.3,12.0,45.2,0,7,route_to_gas,0.387,0.0868,0.4636,0.4681,0.5607,0.2388,0.1271,0.4922
15,29,afternoon,Mon,0,0,restaurant,1.48,38.7,3.19,47.0,6.6,rain,medium,73.1,5.5,32.0,0,9,arrived_soon,0.0,0.3518,0.3193,0.539,0.0486,0.2728,0.0395,0.3947
4,8,night,Wed,2,0,restaurant,16.16,35.9,3.4,56.4,1.7,clear,high,75.7,17.8,-8.6,1,0,no_action,0.1511,0.3392,0.2853,0.6354,0.0708,0.3351,0.1192,0.0
5,32,morning,Thu,3,0,home,5.21,50.7,1.39,43.7,8.1,clear,medium,69.5,48.3,75.9,0,0,no_action,0.0509,0.4975,0.1035,0.4744,0.0354,0.2247,0.2959,0.6586
20,43,evening,Wed,2,0,gym,2.7,99.2,2.77,48.4,8.5,clear,medium,73.0,27.5,81.6,0,0,no_action,0.0436,1.0,0.2992,0.5462,0.0531,0.2905,0.1357,0.773
17,43,evening,Sun,6,1,restaurant,1.72,87.8,6.69,77.3,108.3,clear,high,98.2,10.8,18.6,0,9,arrived_soon,0.0234,0.8855,0.66,0.8872,0.6426,0.571,0.0494,0.2655
20,23,evening,Sat,5,1,grocery,12.09,63.0,2.51,41.6,2.6,rain,high,66.7,36.9,43.8,0,0,no_action,0.1345,0.5713,0.2204,0.406,0.0272,0.1549,0.2057,0.4975
3,13,night,Tue,1,0,restaurant,8.11,84.6,4.32,64.0,22.7,rain,medium,64.5,47.1,62.0,1,6,weather_warning,0.0834,0.8399,0.428,0.7058,0.1269,0.1975,0.2659,0.5917
18,1,evening,Mon,0,0,gym,56.55,85.0,6.17,49.8,48.5,clear,high,80.5,31.7,97.6,0,2,take_break_soon,0.5684,0.8397,0.6131,0.4477,0.2712,0.3817,0.2071,0.9356
12,10,afternoon,Sat,5,1,school,1.96,22.7,2.08,76.0,17.4,rain,medium,66.8,101.7,11.5,0,5,speed_alert,0.0264,0.2332,0.2282,0.852,0.0744,0.2359,0.6171,0.1615
4,58,night,Tue,1,0,grocery,2.7,11.6,3.0,53.5,43.5,fog,low,66.6,23.2,36.5,1,6,weather_warning,0.0,0.0687,0.3194,0.615,0.2307,0.2163,0.1347,0.4055
18,32,evening,Tue,1,0,gym,0.72,16.9,5.08,66.3,23.3,clear,medium,89.3,51.9,66.1,0,4,refuel_soon,0.0013,0.0837,0.4985,0.6956,0.1362,0.4958,0.309,0.6762
16,45,afternoon,Tue,1,0,home,14.54,5.8,2.65,40.8,14.2,clear,high,70.3,15.9,103.7,0,7,route_to_gas,0.1804,0.0483,0.3015,0.4123,0.0373,0.217,0.0885,0.9837
17,24,evening,Sat,5,1,grocery,2.67,33.7,5.84,46.4,64.6,rain,low,78.1,24.6,46.4,0,2,take_break_soon,0.0693,0.3786,0.5856,0.4709,0.4275,0.3626,0.1268,0.4985
15,48,afternoon,Thu,3,0,school,3.5,9.0,4.68,69.3,97.9,clear,high,77.5,24.3,-3.6,0,7,route_to_gas,0.0797,0.0733,0.4846,0.7833,0.5444,0.2984,0.0961,0.0299
17,22,evening,Tue,1,0,hospital,3.46,11.9,4.01,84.6,43.1,clear,medium,74.1,24.0,28.3,0,5,speed_alert,0.0242,0.0983,0.4433,0.9409,0.2723,0.2812,0.1757,0.3276
1,1,night,Tue,1,0,school,31.75,60.3,5.02,32.6,63.1,clear,medium,83.8,102.1,-6.2,1,1,take_break_now,0.3216,0.6007,0.515,0.3664,0.2691,0.4123,0.5802,0.0811
7,27,morning,Mon,0,0,school,20.24,35.9,0.95,57.5,49.1,rain,low,74.8,86.3,-6.1,0,0,no_action,0.2254,0.3836,0.0892,0.6283,0.307,0.3599,0.4569,0.0243
14,42,afternoon,Sun,6,1,gym,14.86,92.2,3.9,48.3,28.6,rain,high,75.7,20.9,30.4,0,0,no_action,0.1612,0.914,0.3869,0.5591,0.1248,0.3269,0.1374,0.283
7,2,morning,Sun,6,1,work,2.28,66.6,1.62,57.0,66.1,clear,high,73.0,6.6,59.7,0,0,no_action,0.0055,0.6903,0.2012,0.6664,0.3629,0.215,0.0484,0.6252
22,51,night,Thu,3,0,school,8.34,31.6,4.7,69.1,31.9,rain,low,88.3,14.2,69.7,1,5,speed_alert,0.0491,0.3772,0.4688,0.8101,0.2042,0.4626,0.0636,0.7073
13,21,afternoon,Sat,5,1,work,0.41,3.5,3.39,48.0,11.2,clear,medium,74.7,22.9,16.7,0,7,route_to_gas,0.0189,0.0887,0.3339,0.5169,0.1147,0.2918,0.1221,0.2441
6,42,morning,Fri,4,0,hospital,0.92,83.9,2.66,86.6,21.2,clear,medium,76.4,46.4,8.6,0,5,speed_alert,0.0392,0.7796,0.2508,0.9066,0.1409,0.2831,0.2193,0.1707
11,57,morning,Fri,4,0,gas_station,0.77,23.0,2.2,68.4,25.0,clear,medium,75.7,17.4,27.9,0,9,arrived_soon,0.0,0.2089,0.2469,0.7176,0.1089,0.312,0.1452,0.3473
6,27,morning,Mon,0,0,gas_station,2.53,44.8,2.71,78.9,23.7,snow,medium,59.8,37.4,38.9,0,6,weather_warning,0.0598,0.4866,0.2992,0.8358,0.1574,0.1372,0.1575,0.3455
17,18,evening,Tue,1,0,home,7.63,4.6,6.66,83.3,66.7,clear,high,83.2,53.4,2.0,0,5,speed_alert,0.086,0.0057,0.664,0.8903,0.3371,0.4645,0.2983,0.1061
14,27,afternoon,Mon,0,0,gas_station,3.57,56.4,2.52,74.3,1.5,clear,medium,66.6,180.0,43.6,0,0,no_action,0.0,0.5502,0.2951,0.8253,0.0351,0.1581,0.9519,0.4901
18,22,evening,Fri,4,0,home,1.86,13.9,8.08,62.3,103.0,clear,high,79.1,30.6,72.5,0,1,take_break_now,0.0075,0.1587,0.8522,0.6858,0.5598,0.3662,0.151,0.6701
19,35,evening,Sat,5,1,school,2.83,45.7,6.31,44.2,61.8,clear,medium,84.2,21.1,61.3,0,2,take_break_soon,0.0637,0.4795,0.6842,0.4475,0.3845,0.3982,0.1001,0.6106
7,49,morning,Tue,1,0,home,29.51,48.3,3.16,61.3,29.5,rain,high,72.5,133.2,46.4,0,6,weather_warning,0.3086,0.4693,0.3757,0.6589,0.1606,0.3008,0.7666,0.5081
0,2,night,Fri,4,0,gym,2.69,93.7,5.37,41.4,42.0,clear,medium,84.1,111.8,57.3,1,0,no_action,0.014,0.9048,0.5218,0.4451,0.2126,0.4038,0.613,0.552
18,6,evening,Sat,5,1,school,14.71,14.6,2.75,36.9,10.6,clear,medium,62.5,30.1,31.1,0,4,refuel_soon,0.1392,0.1784,0.262,0.4085,0.1025,0.1705,0.1447,0.3473
19,20,evening,Sun,6,1,gym,1.11,39.0,4.15,67.5,6.8,clear,medium,83.1,2.0,62.1,0,9,arrived_soon,0.0,0.388,0.3905,0.7616,0.0,0.3938,0.0253,0.5703
15,18,afternoon,Tue,1,0,work,0.2,32.0,3.11,48.1,11.5,rain,medium,73.3,168.9,50.8,0,9,arrived_soon,0.0,0.2646,0.3271,0.5637,0.0102,0.302,0.9709,0.5249
17,16,evening,Tue,1,0,grocery,24.17,79.9,4.02,61.3,14.0,rain,high,77.7,7.8,73.7,0,6,weather_warning,0.2801,0.7766,0.4351,0.7186,0.069,0.3963,0.0572,0.6709
8,25,morning,Sun,6,1,grocery,13.57,58.7,3.97,90.0,62.3,clear,medium,84.1,94.0,15.3,0,5,speed_alert,0.0857,0.5738,0.4289,1.0,0.3228,0.3991,0.5394,0.1925
10,31,morning,Fri,4,0,grocery,31.8,56.6,2.25,50.5,7.6,clear,medium,84.7,41.1,93.2,0,0,no_action,0.2863,0.5742,0.1959,0.5523,0.0962,0.4202,0.2199,0.8319
9,12,morning,Tue,1,0,restaurant,45.32,9.0,2.5,33.8,10.0,clear,medium,80.2,34.5,56.7,0,7,route_to_gas,0.4409,0.0895,0.2565,0.3482,0.0486,0.3549,0.1551,0.5311
11,42,morning,Wed,2,0,gas_station,19.18,36.0,4.01,55.1,32.2,rain,medium,76.0,11.9,14.5,0,0,no_action,0.2102,0.3039,0.4245,0.6115,0.1644,0.3186,0.0613,0.2435
4,14,night,Sun,6,1,home,9.74,34.2,6.36,54.1,152.0,clear,medium,79.7,27.3,80.6,1,1,take_break_now,0.1398,0.2996,0.7063,0.5544,0.7836,0.3701,0.1179,0.7536
23,38,night,Mon,0,0,restaurant,16.29,48.7,5.95,40.5,15.6,clear,low,75.2,3.8,107.2,1,1,take_break_now,0.1096,0.5295,0.6,0.449,0.0555,0.3384,0.0209,0.9564
16,11,afternoon,Thu,3,0,hospital,1.45,52.1,3.86,41.2,6.5,fog,high,70.9,23.6,6.5,0,9,arrived_soon,0.0,0.5221,0.3823,0.4532,0.0238,0.2224,0.1335,0.1134
12,48,afternoon,Mon,0,0,gas_station,22.0,96.8,5.19,19.0,63.1,snow,low,72.1,14.7,108.3,0,10,coffee_suggestion,0.2703,0.9892,0.5295,0.1558,0.3551,0.2594,0.0573,0.9907
12,8,afternoon,Sun,6,1,school,3.51,23.8,0.84,38.2,13.3,rain,medium,63.6,21.2,6.8,0,4,refuel_soon,0.0121,0.2378,0.0756,0.4066,0.1217,0.1819,0.1065,0.1445
15,7,afternoon,Mon,0,0,hospital,3.28,19.4,2.33,46.5,26.9,clear,low,59.6,4.7,16.9,0,4,refuel_soon,0.0729,0.1739,0.2715,0.5386,0.1438,0.112,0.0318,0.2509
10,5,morning,Mon,0,0,school,11.66,56.2,1.48,63.1,16.7,clear,medium,74.8,57.1,37.0,0,0,no_action,0.0958,0.5736,0.1462,0.6918,0.173,0.2642,0.3461,0.3662
21,37,evening,Wed,2,0,home,1.0,15.9,4.29,68.3,5.2,clear,medium,69.9,51.8,84.2,1,4,refuel_soon,0.0,0.2042,0.3833,0.7273,0.0411,0.2312,0.2421,0.8459
17,19,evening,Wed,2,0,hospital,0.65,83.7,4.29,42.6,58.9,clear,high,82.4,28.0,49.7,0,9,arrived_soon,0.0,0.8371,0.3945,0.4344,0.3008,0.3755,0.1434,0.4684
1,25,night,Thu,3,0,work,9.53,45.7,4.92,33.5,93.8,clear,medium,87.6,85.2,23.5,1,1,take_break_now,0.0706,0.4303,0.5058,0.3636,0.5838,0.5075,0.5126,0.299
2,24,night,Thu,3,0,restaurant,1.49,39.6,1.1,81.1,2.4,snow,low,67.2,32.7,12.3,1,6,weather_warning,0.0,0.416,0.0787,0.9062,0.0476,0.1946,0.1734,0.1466
8,3,morning,Fri,4,0,work,20.35,41.1,2.1,48.7,11.7,rain,medium,65.5,20.4,93.1,0,0,no_action,0.2253,0.4105,0.1551,0.5446,0.0143,0.2151,0.1058,0.915
20,59,evening,Mon,0,0,grocery,3.85,83.4,3.0,69.0,4.1,fog,low,73.8,129.4,-0.8,0,6,weather_warning,0.0872,0.8252,0.2862,0.6818,0.0416,0.3005,0.7221,0.0649
23,38,night,Sat,5,1,gym,28.27,91.0,6.08,47.4,87.2,snow,low,84.6,22.6,42.6,1,6,weather_warning,0.2221,0.9048,0.6565,0.5236,0.5035,0.5036,0.1377,0.4155
1,31,night,Sun,6,1,gas_station,12.87,22.2,4.0,42.7,23.0,clear,high,83.9,3.0,68.9,1,0,no_action,0.1163,0.24,0.3796,0.4705,0.1155,0.3446,0.0206,0.652
10,12,morning,Fri,4,0,grocery,2.1,35.1,0.19,51.3,6.0,clear,medium,64.1,30.9,-3.0,0,0,no_action,0.0412,0.3705,0.0655,0.5588,0.0731,0.1452,0.1392,0.0807
4,3,night,Mon,0,0,grocery,15.62,47.4,1.98,45.1,24.5,clear,low,70.8,15.5,96.1,1,0,no_action,0.204,0.461,0.184,0.4494,0.1347,0.2793,0.1114,0.8875
6,47,morning,Tue,1,0,home,9.64,87.2,0.0,65.0,1.0,snow,high,72.7,19.9,12.2,0,6,weather_warning,0.1033,0.8306,0.0092,0.7052,0.0119,0.2852,0.1245,0.1817
9,41,morning,Fri,4,0,gas_station,3.22,3.5,4.19,57.5,80.6,clear,low,77.6,6.5,101.1,0,3,refuel_now,0.0,0.0511,0.4194,0.6285,0.4307,0.3596,0.0593,0.8919
8,21,morning,Tue,1,0,gym,8.04,7.7,0.7,58.7,26.5,clear,low,80.6,30.2,82.9,0,7,route_to_gas,0.1058,0.0664,0.1069,0.6511,0.1514,0.3743,0.152,0.7573
12,39,afternoon,Sun,6,1,gym,3.57,34.2,2.67,54.9,5.9,clear,medium,69.7,38.6,28.3,0,0,no_action,0.0,0.3828,0.2617,0.6077,0.0334,0.2803,0.1918,0.2677
7,24,morning,Wed,2,0,work,9.59,60.4,0.0,90.0,7.1,fog,medium,62.4,20.4,51.0,0,6,weather_warning,0.1474,0.588,0.0422,1.0,0.0384,0.1709,0.1213,0.5192
17,46,evening,Wed,2,0,hospital,47.74,81.8,2.96,64.7,17.5,rain,low,73.3,25.8,-9.5,0,6,weather_warning,0.5178,0.7938,0.2341,0.7434,0.0814,0.2387,0.1388,0.0414
2,20,night,Tue,1,0,grocery,23.07,17.6,1.08,32.7,1.5,rain,low,65.3,58.5,1.3,1,4,refuel_soon,0.2645,0.1402,0.1143,0.3064,0.0352,0.1418,0.301,0.094
10,16,morning,Fri,4,0,work,37.44,66.6,3.32,43.0,27.9,clear,low,78.0,28.5,34.3,0,0,no_action,0.3685,0.6995,0.3593,0.4407,0.1463,0.2742,0.1706,0.313
5,42,morning,Thu,3,0,home,0.65,28.4,4.79,64.3,25.7,clear,medium,78.6,7.2,9.4,0,9,arrived_soon,0.0,0.3401,0.4842,0.7218,0.1485,0.3882,0.0574,0.175
19,18,evening,Mon,0,0,school,15.82,16.8,4.9,63.7,11.2,clear,high,71.7,4.7,109.9,0,4,refuel_soon,0.185,0.1786,0.446,0.6966,0.0891,0.2775,0.0,0.9793
2,19,night,Fri,4,0,grocery,2.35,96.8,2.43,50.9,42.8,rain,medium,64.4,12.4,-8.3,1,0,no_action,0.02,1.0,0.2027,0.5618,0.1951,0.1679,0.0586,0.0392
15,55,afternoon,Mon,0,0,grocery,24.69,24.0,6.82,63.4,92.8,rain,low,75.1,44.8,11.0,0,4,refuel_soon,0.2693,0.2793,0.676,0.6736,0.5152,0.3245,0.2392,0.1581
13,41,afternoon,Sun,6,1,gym,7.85,71.7,1.47,57.3,13.8,snow,medium,72.5,121.3,6.7,0,6,weather_warning,0.0192,0.7554,0.159,0.6002,0.0533,0.288,0.6942,0.1249
4,56,night,Thu,3,0,gym,6.02,40.3,3.79,58.5,6.2,clear,high,79.2,33.1,27.5,1,0,no_action,0.1033,0.3717,0.3565,0.6506,0.0432,0.3464,0.1862,0.3306
16,7,afternoon,Tue,1,0,grocery,14.62,9.7,7.56,71.1,140.0,rain,medium,104.3,2.7,-9.1,0,1,take_break_now,0.1832,0.0604,0.7487,0.7788,0.7569,0.686,0.0283,0.0208
17,40,evening,Mon,0,0,grocery,11.84,7.4,2.97,40.9,15.3,rain,low,78.5,5.7,57.3,0,7,route_to_gas,0.1184,0.0783,0.2512,0.4738,0.0769,0.3698,0.0387,0.5662
9,30,morning,Sun,6,1,gas_station,9.09,5.5,1.13,39.7,35.8,clear,medium,55.6,99.0,15.5,0,3,refuel_now,0.0773,0.0502,0.1439,0.4646,0.2295,0.0,0.6019,0.2318
16,7,afternoon,Fri,4,0,gas_station,14.62,16.7,3.3,53.7,1.0,rain,medium,73.4,12.4,48.6,0,0,no_action,0.184,0.1999,0.3252,0.5324,0.0011,0.2694,0.065,0.4686
20,0,evening,Mon,0,0,restaurant,7.3,73.9,2.32,68.7,1.0,rain,medium,76.3,15.8,78.8,0,5,speed_alert,0.0179,0.7236,0.2532,0.7447,0.0542,0.327,0.0903,0.7733
17,16,evening,Sun,6,1,gym,10.56,30.1,3.66,67.4,30.4,clear,low,66.5,108.6,84.3,0,0,no_action,0.1316,0.2948,0.378,0.7717,0.1442,0.1853,0.6092,0.8127
9,41,morning,Tue,1,0,gas_station,62.7,47.0,3.04,46.9,25.9,clear,low,69.8,34.6,46.8,0,0,no_action,0.6449,0.486,0.3667,0.4988,0.0954,0.2165,0.1711,0.4439
7,8,morning,Tue,1,0,hospital,18.68,17.7,2.81,70.8,31.8,fog,low,76.6,53.7,97.0,0,6,weather_warning,0.1514,0.1771,0.3114,0.7872,0.1515,0.2946,0.274,0.9035
11,44,morning,Sun,6,1,grocery,4.89,35.8,3.67,65.3,51.8,snow,medium,76.9,19.1,74.4,0,6,weather_warning,0.053,0.369,0.3147,0.6923,0.2126,0.3886,0.1521,0.715
3,30,night,Wed,2,0,school,3.1,59.7,3.09,75.7,10.3,clear,low,68.7,12.2,96.6,1,0,no_action,0.0372,0.582,0.3319,0.8435,0.0893,0.2232,0.1593,0.8717
0,18,night,Tue,1,0,hospital,6.48,16.5,3.22,34.7,31.3,clear,medium,88.5,176.5,21.7,1,4,refuel_soon,0.0431,0.1394,0.3004,0.4106,0.1593,0.5485,0.9932,0.2337
21,42,evening,Thu,3,0,gym,4.46,12.9,3.07,46.1,2.5,clear,medium,82.5,17.8,-7.7,1,4,refuel_soon,0.0685,0.0944,0.2519,0.5256,0.0,0.4043,0.1025,0.027
10,40,morning,Thu,3,0,restaurant,0.75,79.9,2.05,90.0,7.8,clear,low,66.9,84.3,59.2,0,5,speed_alert,0.0305,0.8054,0.2365,1.0,0.0518,0.2082,0.4952,0.5492
22,9,night,Fri,4,0,restaurant,6.44,32.1,5.34,47.9,23.1,clear,medium,79.0,8.8,52.2,1,0,no_action,0.051,0.2976,0.5664,0.4694,0.1219,0.3479,0.0617,0.4746
1,25,night,Fri,4,0,gas_station,7.66,24.5,6.61,37.0,130.1,clear,medium,82.5,12.7,25.7,1,1,take_break_now,0.0901,0.2217,0.6771,0.4371,0.7049,0.4049,0.0437,0.2634
22,32,night,Fri,4,0,work,9.56,2.8,4.21,52.9,6.8,rain,low,67.8,75.2,53.3,1,7,route_to_gas,0.1047,0.0131,0.4217,0.5324,0.0518,0.2276,0.4772,0.5273
12,51,afternoon,Mon,0,0,grocery,1.45,36.7,2.26,58.9,6.1,rain,medium,76.7,38.9,42.1,0,9,arrived_soon,0.0,0.3728,0.262,0.6708,0.0566,0.3193,0.21,0.4302
3,7,night,Tue,1,0,work,19.32,53.3,3.98,82.7,8.4,clear,medium,79.2,134.4,33.9,1,5,speed_alert,0.2173,0.51,0.3562,0.9362,0.0452,0.3225,0.7597,0.3579
12,46,afternoon,Mon,0,0,restaurant,8.42,8.5,3.29,72.0,73.1,rain,medium,85.6,37.9,79.9,0,5,speed_alert,0.077,0.1165,0.3183,0.7736,0.3885,0.432,0.2493,0.7542
3,41,night,Sun,6,1,work,5.36,28.4,3.49,51.1,12.5,clear,high,73.2,16.1,9.2,1,0,no_action,0.0464,0.3034,0.3864,0.5268,0.0515,0.2787,0.1132,0.1444
4,12,night,Tue,1,0,school,0.2,93.2,2.34,39.9,33.5,rain,low,72.5,109.2,13.0,1,9,arrived_soon,0.0009,0.9213,0.2586,0.4785,0.2188,0.2452,0.6457,0.1813
14,25,afternoon,Wed,2,0,grocery,10.9,80.8,2.56,46.4,29.8,rain,medium,72.2,17.6,41.7,0,0,no_action,0.0946,0.8554,0.2134,0.5102,0.1445,0.2479,0.083,0.4843
23,25,night,Wed,2,0,gym,37.9,55.2,5.59,20.9,3.4,rain,high,79.3,65.8,4.2,1,1,take_break_now,0.3221,0.5276,0.533,0.2368,0.0,0.4162,0.3669,0.1149
12,35,afternoon,Mon,0,0,grocery,10.15,96.6,4.19,64.5,72.0,snow,medium,83.0,50.6,18.5,0,6,weather_warning,0.0847,1.0,0.4762,0.7031,0.3799,0.3639,0.2832,0.242
10,4,morning,Fri,4,0,school,24.89,41.3,4.67,61.9,68.4,fog,medium,83.8,102.2,88.0,0,6,weather_warning,0.2408,0.3697,0.4548,0.6764,0.4194,0.4265,0.5985,0.8254
20,41,evening,Mon,0,0,gym,1.39,26.2,5.84,50.1,22.5,clear,medium,86.1,1.2,11.6,0,9,arrived_soon,0.0447,0.2288,0.5534,0.5337,0.1287,0.4699,0.0427,0.2112
0,45,night,Fri,4,0,work,23.02,85.6,7.8,40.6,127.7,clear,high,98.7,115.1,108.3,1,1,take_break_now,0.2065,0.8794,0.7739,0.4295,0.7308,0.6374,0.6389,0.9612
0,45,night,Sat,5,1,grocery,4.15,30.4,4.57,75.0,18.9,rain,medium,85.0,34.2,49.7,1,5,speed_alert,0.0508,0.325,0.4658,0.8309,0.0971,0.4458,0.2056,0.5321
10,16,morning,Fri,4,0,work,4.45,99.9,4.82,59.1,93.0,snow,medium,74.7,46.4,108.2,0,6,weather_warning,0.048,1.0,0.524,0.6449,0.5294,0.3107,0.2232,0.979
14,1,afternoon,Thu,3,0,gym,14.14,57.2,4.61,51.2,76.8,clear,low,82.8,3.3,67.4,0,10,coffee_suggestion,0.1742,0.6104,0.4856,0.5525,0.4414,0.4255,0.0,0.5977
21,49,evening,Mon,0,0,hospital,9.8,51.5,7.23,60.6,75.4,clear,medium,90.7,46.7,30.2,1,1,take_break_now,0.101,0.4851,0.757,0.6607,0.4704,0.4453,0.2635,0.3782
17,44,evening,Mon,0,0,home,0.87,17.0,4.56,62.7,46.3,clear,medium,84.9,5.5,102.8,0,4,refuel_soon,0.0,0.1415,0.4721,0.7054,0.281,0.4259,0.003,0.9677
15,56,afternoon,Fri,4,0,grocery,39.8,74.7,1.47,20.0,7.7,rain,low,79.9,65.7,2.5,0,0,no_action,0.4297,0.7256,0.136,0.2269,0.0,0.3597,0.4031,0.12
1,45,night,Thu,3,0,work,6.7,43.0,2.35,65.2,9.5,clear,medium,70.1,48.8,19.3,1,0,no_action,0.0819,0.4688,0.2525,0.7037,0.0289,0.2602,0.2667,0.2575
5,25,morning,Mon,0,0,restaurant,6.47,38.2,4.93,69.6,56.2,clear,medium,79.1,8.4,15.0,0,10,coffee_suggestion,0.1049,0.3723,0.5084,0.7937,0.2748,0.3365,0.0928,0.2168
15,49,afternoon,Thu,3,0,gas_station,6.79,43.5,3.27,70.8,58.5,snow,low,73.4,102.8,35.3,0,6,weather_warning,0.0456,0.4048,0.3798,0.8122,0.367,0.3,0.609,0.3519
7,45,morning,Thu,3,0,work,2.38,7.0,4.74,20.2,122.7,clear,medium,77.7,15.6,101.5,0,7,route_to_gas,0.0399,0.1278,0.4893,0.2333,0.6887,0.3072,0.1156,0.8558
18,48,evening,Mon,0,0,work,16.87,76.0,3.32,48.0,23.0,clear,high,73.5,14.3,20.9,0,0,no_action,0.1819,0.7885,0.33,0.5217,0.1876,0.2935,0.1013,0.2417
6,55,morning,Sun,6,1,grocery,3.38,96.6,2.77,65.8,39.5,clear,medium,79.3,136.5,106.4,0,0,no_action,0.0146,0.937,0.2468,0.7607,0.2534,0.3499,0.6943,0.9501
19,32,evening,Fri,4,0,home,11.83,66.2,4.97,57.4,42.8,snow,medium,74.3,14.2,44.1,0,6,weather_warning,0.153,0.6749,0.468,0.6133,0.2249,0.3099,0.0753,0.4174
21,13,evening,Wed,2,0,work,23.21,75.8,3.43,33.0,16.8,rain,low,73.9,31.9,99.1,1,0,no_action,0.252,0.7477,0.3445,0.3342,0.0527,0.2544,0.1969,0.8989
18,20,evening,Mon,0,0,school,39.92,72.0,4.77,40.7,5.3,clear,medium,80.0,4.2,41.7,0,0,no_action,0.4158,0.705,0.4872,0.4796,0.0493,0.3854,0.0428,0.4515
2,56,night,Tue,1,0,grocery,5.94,60.1,4.49,51.9,22.8,clear,medium,87.1,111.3,29.4,1,0,no_action,0.0,0.5891,0.5046,0.5669,0.1294,0.4862,0.567,0.3305
16,8,afternoon,Mon,0,0,gas_station,23.96,42.0,5.3,55.4,102.8,fog,low,77.5,16.4,17.6,0,6,weather_warning,0.2318,0.4089,0.5069,0.6202,0.5784,0.3272,0.0866,0.295
9,7,morning,Mon,0,0,gym,9.26,41.8,1.35,85.0,3.8,rain,medium,72.2,5.9,75.0,0,5,speed_alert,0.0671,0.4581,0.1177,0.9296,0.0,0.2495,0.0199,0.6357
22,40,night,Sun,6,1,gas_station,1.68,19.4,4.96,51.5,58.1,snow,low,75.6,38.8,94.1,1,6,weather_warning,0.026,0.2002,0.5346,0.6033,0.3945,0.3174,0.2078,0.8285
18,25,evening,Wed,2,0,hospital,16.34,7.8,3.73,57.1,1.6,clear,medium,88.5,104.4,27.8,0,7,route_to_gas,0.077,0.0981,0.3166,0.6185,0.0,0.4746,0.6052,0.2595
8,46,morning,Tue,1,0,school,33.03,55.7,0.71,65.7,8.5,rain,low,65.7,21.5,4.8,0,5,speed_alert,0.3099,0.5989,0.0593,0.7271,0.0513,0.2629,0.1197,0.1563
