hour,time_of_day,day_of_week,is_weekend,event_category,scheduled_event,time_until_event_min,location,energy_level,phone_battery_pct,tasks_pending,last_meal_hours_ago,last_break_minutes_ago,weather,focus_score,fuel_level_pct,has_unread_email,messages_pending,last_media,is_night,suggestion_name,suggestion_label
9,morning,5,1,none,none,999,home,12.3,38.5,3,0.02,75.0,rain,21.4,59.3,0,1,music,0,no_action,7
23,night,3,0,none,none,999,home,94.9,54.1,8,1.18,145.0,snow,83.2,48.1,0,1,podcast,1,wind_down,22
16,afternoon,4,0,health,therapy,85,home,48.6,100.0,3,0.6,74.4,rain,63.6,47.1,0,2,music,0,no_action,7
12,afternoon,0,0,work,deadline,25,work,34.9,77.7,1,2.59,8.8,clear,2.1,56.7,0,1,music,0,no_action,7
22,night,5,1,school,study_session,75,school,95.3,54.1,1,0.71,76.2,clear,55.1,46.4,0,0,music,1,study_for_class,18
5,morning,1,0,social,date,-3,commuting,62.2,58.0,7,6.72,68.5,rain,4.7,74.8,0,3,none,1,eat_something,1
5,morning,6,1,none,none,999,outside,69.9,90.4,10,1.19,12.3,clear,30.3,57.7,0,3,podcast,1,no_action,7
6,morning,0,0,work,focus_work,113,work,18.1,100.0,2,0.62,19.9,clear,61.7,29.8,0,0,podcast,0,no_action,7
13,afternoon,2,0,none,none,999,home,67.4,100.0,5,0.68,60.2,snow,87.4,86.7,1,3,none,0,read_email_alert,12
20,evening,4,0,social,family_time,145,outside,35.4,100.0,7,0.21,127.4,clear,45.3,83.0,0,5,none,0,no_action,7
12,afternoon,4,0,none,none,999,outside,49.0,60.6,10,1.66,2.3,clear,81.7,81.4,1,0,podcast,0,read_email_alert,12
22,night,1,0,none,none,999,home,23.0,100.0,6,3.73,148.0,rain,34.0,85.7,1,0,podcast,1,wind_down,22
4,night,0,0,none,none,999,outside,54.5,100.0,1,0.75,34.2,clear,85.8,56.0,1,5,none,1,no_action,7
12,afternoon,1,0,work,deadline,154,work,86.1,38.1,9,1.77,77.9,clear,27.9,92.1,0,4,music,0,no_action,7
9,morning,5,1,social,dinner,65,restaurant,82.3,87.1,3,2.84,107.9,clear,66.1,38.5,0,1,none,0,no_action,7
22,night,2,0,none,none,999,outside,42.2,46.4,3,2.59,60.3,rain,15.7,55.7,0,2,music,1,wind_down,22
16,afternoon,1,0,none,none,999,home,84.4,56.9,0,0.47,114.9,rain,92.1,32.7,1,5,none,0,read_email_alert,12
10,morning,5,1,none,none,999,home,66.4,41.7,3,0.09,33.8,clear,32.5,72.9,0,1,music,0,exercise_suggestion,2
21,night,1,0,work,presentation,107,work,20.3,53.9,1,2.29,21.8,snow,3.5,90.8,1,1,podcast,1,no_action,7
18,evening,4,0,school,assignment_due,159,school,57.5,35.8,1,0.42,66.1,clear,80.8,65.1,0,5,none,0,no_action,7
20,evening,6,1,social,family_time,14,commuting,95.0,61.1,2,0.18,118.6,clear,35.1,65.0,0,2,music,0,suggest_repeat_action,19
6,morning,6,1,social,dinner,100,restaurant,41.2,85.0,2,0.92,14.6,rain,34.9,100.0,0,2,music,0,no_action,7
7,morning,0,0,health,medication_reminder,131,home,75.8,100.0,3,0.26,8.5,fog,40.3,87.3,0,2,none,0,no_action,7
0,night,2,0,none,none,999,outside,37.4,100.0,2,0.95,125.4,clear,19.1,53.8,0,3,none,1,sleep_suggestion,15
20,evening,4,0,none,none,999,home,65.9,100.0,7,3.02,63.2,snow,59.6,89.3,1,3,podcast,0,wind_down,22
11,morning,3,0,school,exam,128,school,64.6,82.5,1,0.57,132.3,rain,13.4,97.7,0,5,podcast,0,take_break,20
13,afternoon,6,1,social,dinner,86,restaurant,66.0,53.4,7,4.05,6.2,snow,44.2,75.7,0,1,none,0,no_action,7
0,night,2,0,none,none,999,outside,14.1,66.2,1,2.47,14.4,clear,62.5,36.6,0,3,none,1,sleep_suggestion,15
1,night,5,1,none,none,999,outside,66.5,53.8,9,1.34,102.5,clear,6.0,98.9,0,2,podcast,1,no_action,7
3,night,3,0,none,none,999,outside,14.3,70.5,6,2.56,5.3,clear,5.0,37.3,0,4,none,1,sleep_suggestion,15
9,morning,5,1,none,none,999,home,48.8,56.1,7,0.86,131.1,clear,0.6,56.2,0,4,music,0,no_action,7
11,morning,3,0,social,friends_hangout,112,home,12.3,68.3,5,0.1,6.8,clear,6.1,54.9,0,5,music,0,no_action,7
22,night,3,0,none,none,999,outside,57.0,62.2,2,0.31,41.9,rain,14.6,99.4,0,0,none,1,wind_down,22
22,night,0,0,none,none,999,home,11.0,50.0,1,2.35,110.4,rain,84.4,65.4,1,0,podcast,1,wind_down,22
15,afternoon,3,0,none,none,999,outside,34.5,71.9,8,1.4,16.3,rain,46.5,54.2,0,0,music,0,no_action,7
7,morning,3,0,social,friends_hangout,50,home,43.3,31.5,2,1.19,2.5,rain,6.6,76.8,0,4,music,0,no_action,7
16,afternoon,6,1,social,friends_hangout,2,commuting,88.8,100.0,0,7.32,153.2,clear,74.9,63.3,0,5,music,0,eat_something,1
10,morning,2,0,none,none,999,home,20.9,67.0,3,2.94,47.2,clear,80.1,80.6,0,4,none,0,no_action,7
17,evening,4,0,health,medication_reminder,-8,commuting,81.9,75.7,4,3.24,116.5,rain,6.4,90.4,0,4,podcast,0,suggest_repeat_action,19
14,afternoon,6,1,social,family_time,156,home,63.4,29.5,6,7.8,112.5,clear,48.8,100.0,0,4,none,0,eat_something,1
2,night,1,0,none,none,999,home,49.0,56.7,6,0.0,147.1,clear,79.6,59.1,0,1,music,1,no_action,7
15,afternoon,4,0,health,gym,161,gym,43.5,100.0,3,2.35,11.7,clear,25.4,79.5,0,0,music,0,no_action,7
12,afternoon,2,0,work,presentation,2,work,47.1,93.7,7,3.38,153.3,snow,94.4,44.9,0,3,music,0,silence_phone,14
10,morning,5,1,none,none,999,outside,50.0,63.6,8,0.32,157.1,clear,80.2,66.8,1,2,music,0,read_email_alert,12
20,evening,2,0,health,therapy,90,home,64.0,85.0,6,1.07,32.1,snow,5.7,61.5,0,4,none,0,no_action,7
11,morning,0,0,work,focus_work,117,work,25.9,80.1,1,7.28,91.3,clear,31.2,55.2,1,2,none,0,eat_something,1
9,morning,2,0,school,exam,77,school,23.5,91.9,9,1.25,151.1,fog,75.7,53.3,0,4,podcast,0,study_for_class,18
2,night,5,1,none,none,999,outside,84.9,65.9,7,0.04,87.6,clear,47.0,64.0,0,2,podcast,1,no_action,7
12,afternoon,3,0,none,none,999,home,32.6,49.4,0,2.31,54.4,clear,2.9,100.0,0,2,podcast,0,no_action,7
6,morning,6,1,school,lecture,155,school,15.2,100.0,9,0.14,89.5,rain,62.3,88.2,0,0,music,0,no_action,7
0,night,6,1,none,none,999,home,82.3,71.5,8,3.18,97.5,clear,1.9,55.8,1,2,none,1,no_action,7
8,morning,2,0,health,medication_reminder,103,home,78.6,89.5,8,3.29,159.1,rain,82.1,27.9,0,5,none,0,no_action,7
12,afternoon,6,1,health,medication_reminder,27,home,98.4,47.3,3,5.77,113.1,clear,63.6,24.9,0,0,none,0,start_commute,17
15,afternoon,5,1,social,friends_hangout,137,home,33.8,67.9,2,3.39,83.6,clear,81.6,97.9,0,0,music,0,no_action,7
20,evening,5,1,social,dinner,99,restaurant,54.1,40.6,2,2.88,146.3,rain,28.3,90.6,0,2,none,0,no_action,7
21,night,6,1,health,therapy,138,outside,28.9,75.3,0,2.98,139.0,fog,14.1,45.9,0,2,none,1,no_action,7
8,morning,5,1,health,medication_reminder,138,home,22.0,72.1,7,1.67,51.9,clear,48.6,56.9,1,3,none,0,no_action,7
8,morning,6,1,none,none,999,outside,26.9,62.7,5,0.1,111.3,snow,89.6,100.0,1,5,none,0,read_email_alert,12
15,afternoon,2,0,work,deadline,141,work,46.0,44.9,5,6.22,78.7,clear,23.7,35.3,1,3,none,0,eat_something,1
23,night,2,0,none,none,999,home,51.2,93.5,0,0.83,108.2,clear,80.6,44.6,0,2,none,1,wind_down,22
7,morning,1,0,social,date,-6,commuting,46.1,34.9,3,0.14,22.0,clear,65.5,17.1,1,5,none,0,find_gas_station,3
8,morning,6,1,social,friends_hangout,137,home,35.8,94.0,4,6.11,121.8,clear,9.2,100.0,1,2,none,0,eat_something,1
14,afternoon,0,0,school,assignment_due,-15,school,57.6,63.1,9,1.3,175.2,snow,9.2,68.4,0,0,music,0,take_break,20
5,morning,0,0,none,none,999,home,84.2,60.4,8,0.49,105.4,clear,24.3,99.1,0,5,music,1,no_action,7
21,night,2,0,school,study_session,121,school,50.2,74.0,7,1.12,93.2,snow,83.2,52.6,0,2,none,1,take_break,20
11,morning,3,0,school,assignment_due,173,school,33.8,77.5,5,3.53,36.0,clear,58.8,32.2,1,1,none,0,no_action,7
19,evening,1,0,school,assignment_due,-20,school,37.9,60.0,9,0.49,96.9,clear,94.0,99.7,0,0,music,0,take_break,20
15,afternoon,4,0,work,presentation,75,work,79.8,57.9,1,1.67,17.2,rain,39.8,57.6,0,0,none,0,no_action,7
2,night,1,0,social,dinner,3,restaurant,46.5,87.2,8,3.51,16.7,rain,86.2,37.6,0,0,music,1,no_action,7
4,night,2,0,none,none,999,home,81.1,79.7,6,5.65,128.1,clear,81.2,97.5,0,0,none,1,no_action,7
18,evening,5,1,none,none,999,home,89.1,64.3,10,1.77,15.1,clear,23.1,75.9,1,2,music,0,read_email_alert,12
3,night,5,1,school,assignment_due,-3,school,71.5,84.9,10,0.78,37.7,snow,94.5,100.0,1,3,none,1,no_action,7
6,morning,3,0,work,team_meeting,59,commuting,83.5,77.7,9,0.38,23.0,clear,71.9,45.0,0,0,podcast,0,play_podcast,10
14,afternoon,5,1,none,none,999,home,66.1,95.8,7,0.7,8.2,clear,40.6,98.7,1,2,none,0,read_email_alert,12
1,night,6,1,none,none,999,home,74.6,45.1,0,5.81,60.1,rain,24.9,33.2,1,5,none,1,no_action,7
0,night,6,1,none,none,999,home,81.0,100.0,9,1.02,119.8,clear,5.9,37.4,1,3,podcast,1,no_action,7
21,night,1,0,none,none,999,home,55.2,72.2,9,0.02,5.4,clear,34.3,98.7,1,3,music,1,wind_down,22
19,evening,2,0,health,therapy,105,home,74.1,85.1,7,0.86,25.9,clear,15.2,100.0,0,3,none,0,no_action,7
19,evening,6,1,health,medication_reminder,30,outside,48.8,85.3,1,1.86,42.8,clear,21.2,46.9,0,4,none,0,start_commute,17
12,afternoon,5,1,none,none,999,outside,87.3,36.9,0,1.81,41.8,rain,68.1,74.5,0,3,none,0,exercise_suggestion,2
22,night,5,1,none,none,999,home,64.0,40.4,5,2.07,86.8,rain,92.3,100.0,0,4,podcast,1,wind_down,22
13,afternoon,4,0,school,assignment_due,143,school,69.4,69.4,8,1.16,63.3,clear,99.4,23.1,0,0,music,0,no_action,7
8,morning,1,0,school,lecture,124,school,48.9,95.1,3,0.18,159.6,snow,16.9,34.3,1,3,podcast,0,take_break,20
11,morning,5,1,health,medication_reminder,-5,commuting,31.2,79.8,3,0.23,168.0,fog,24.0,86.6,0,4,podcast,0,play_podcast,10
19,evening,0,0,school,lecture,169,school,46.9,76.6,1,2.12,147.8,clear,56.3,46.8,0,4,music,0,take_break,20
2,night,0,0,none,none,999,home,38.7,77.3,8,0.88,117.5,rain,7.4,86.2,0,0,music,1,sleep_suggestion,15
2,night,0,0,none,none,999,home,99.6,54.7,6,7.96,94.4,rain,57.4,66.3,0,0,music,1,eat_something,1
22,night,1,0,none,none,999,home,38.4,97.8,0,5.44,91.4,fog,7.3,90.9,0,1,none,1,wind_down,22
7,morning,5,1,social,date,30,home,22.2,68.6,8,4.49,131.5,rain,62.6,100.0,0,5,music,0,start_commute,17
21,night,6,1,none,none,999,home,30.2,59.3,5,2.36,31.9,rain,91.9,100.0,0,2,music,1,wind_down,22
22,night,2,0,none,none,999,home,43.5,94.3,7,0.75,155.0,rain,12.1,100.0,1,5,podcast,1,wind_down,22
23,night,5,1,social,friends_hangout,74,outside,95.0,65.2,3,0.69,102.4,fog,21.0,36.0,0,1,music,1,no_action,7
10,morning,5,1,none,none,999,home,89.7,80.3,7,0.18,5.2,rain,84.1,48.0,0,4,none,0,focus_session,5
6,morning,5,1,social,family_time,24,home,40.3,42.3,7,0.43,23.2,rain,5.9,49.3,1,5,music,0,start_commute,17
16,afternoon,3,0,health,gym,78,gym,29.5,93.7,3,0.88,22.5,clear,6.3,86.5,0,3,podcast,0,no_action,7
11,morning,2,0,work,presentation,47,work,28.9,100.0,2,3.88,56.0,snow,69.7,54.7,1,2,none,0,no_action,7
8,morning,5,1,social,date,139,home,36.1,100.0,1,3.27,55.7,clear,17.5,69.2,0,5,music,0,no_action,7
16,afternoon,0,0,work,presentation,32,work,81.4,94.7,3,0.86,99.1,clear,71.1,48.2,0,5,none,0,take_break,20
5,morning,0,0,health,medication_reminder,98,home,50.3,74.9,6,4.47,163.9,clear,6.6,89.5,0,0,podcast,1,no_action,7
10,morning,0,0,work,focus_work,67,work,19.5,35.0,6,0.59,30.1,fog,96.0,10.2,0,1,none,0,no_action,7
3,night,4,0,social,family_time,178,outside,14.1,55.8,10,1.18,47.3,rain,85.9,55.7,1,3,none,1,sleep_suggestion,15
3,night,4,0,social,family_time,35,home,29.1,59.8,2,2.41,39.0,clear,23.3,77.1,0,5,music,1,sleep_suggestion,15
20,evening,2,0,health,medication_reminder,14,commuting,63.2,47.4,4,2.19,98.1,clear,30.5,20.7,0,0,none,0,take_medication,21
7,morning,5,1,health,doctor_appointment,129,home,75.6,100.0,0,2.43,141.9,clear,6.9,81.4,1,2,music,0,no_action,7
19,evening,2,0,none,none,999,outside,72.5,89.6,7,1.71,104.6,clear,26.8,100.0,0,1,none,0,focus_session,5
19,evening,4,0,work,focus_work,-14,work,44.8,80.3,5,0.86,156.7,clear,64.0,31.9,0,3,music,0,send_late_message,13
1,night,3,0,none,none,999,home,45.4,100.0,4,3.66,74.9,clear,92.0,87.0,0,4,none,1,no_action,7
20,evening,6,1,none,none,999,home,46.9,55.3,5,8.0,2.0,clear,7.6,54.1,1,3,none,0,eat_something,1
3,night,5,1,none,none,999,home,73.9,81.3,10,0.01,51.3,rain,90.3,60.9,0,5,none,1,no_action,7
3,night,5,1,none,none,999,home,31.6,81.5,1,2.5,133.4,rain,12.0,100.0,0,3,podcast,1,sleep_suggestion,15
6,morning,2,0,school,exam,93,school,87.4,60.9,1,1.55,160.3,clear,72.5,63.7,0,0,podcast,0,study_for_class,18
9,morning,4,0,work,presentation,142,work,48.7,64.6,2,0.4,46.3,clear,63.7,55.1,0,4,none,0,no_action,7
6,morning,6,1,none,none,999,home,60.4,75.8,5,3.53,87.1,fog,25.5,100.0,1,1,none,0,no_action,7
12,afternoon,6,1,social,friends_hangout,16,commuting,12.8,25.0,6,1.17,135.0,clear,42.2,65.6,0,2,none,0,get_ready,6
19,evening,2,0,none,none,999,home,12.2,46.9,0,1.9,120.2,fog,87.5,62.7,1,0,music,0,read_email_alert,12
11,morning,0,0,none,none,999,home,49.2,43.6,7,0.44,156.4,snow,83.6,52.3,1,0,none,0,read_email_alert,12
2,night,5,1,none,none,999,home,10.6,63.1,7,1.03,130.3,clear,3.6,58.2,0,5,music,1,sleep_suggestion,15
11,morning,3,0,social,family_time,138,outside,31.4,70.8,8,2.96,62.1,rain,18.8,62.8,0,4,music,0,no_action,7
14,afternoon,0,0,work,focus_work,30,work,87.7,69.4,5,0.24,164.4,clear,97.1,62.9,1,0,music,0,take_break,20
12,afternoon,2,0,none,none,999,home,21.5,79.1,6,2.43,45.6,clear,45.8,76.7,1,3,podcast,0,read_email_alert,12
20,evening,0,0,health,medication_reminder,174,home,36.1,100.0,1,0.34,140.4,fog,80.9,75.6,1,3,music,0,no_action,7
16,afternoon,1,0,health,medication_reminder,165,home,77.8,96.2,7,0.31,144.7,clear,7.5,79.0,0,3,music,0,no_action,7
13,afternoon,1,0,work,team_meeting,94,work,77.2,70.0,9,0.27,59.2,clear,45.2,88.2,0,0,none,0,no_action,7
16,afternoon,6,1,social,date,-4,commuting,49.6,76.5,0,4.17,178.1,rain,61.9,49.1,1,2,music,0,suggest_repeat_action,19
13,afternoon,1,0,school,exam,57,school,79.6,45.6,3,2.45,134.5,clear,43.2,84.1,0,3,podcast,0,study_for_class,18
10,morning,0,0,school,exam,88,school,45.8,100.0,2,0.61,98.1,clear,15.6,57.3,0,0,none,0,study_for_class,18
14,afternoon,3,0,work,presentation,104,work,37.9,49.8,1,0.66,134.7,rain,12.5,100.0,0,2,none,0,take_break,20
9,morning,4,0,school,study_session,71,school,89.8,77.3,0,0.19,7.1,rain,45.7,77.4,0,0,none,0,study_for_class,18
18,evening,0,0,health,doctor_appointment,41,home,80.7,100.0,4,2.86,114.9,fog,30.3,61.1,0,4,music,0,no_action,7
17,evening,1,0,school,exam,158,school,78.2,94.2,1,3.3,164.3,clear,14.7,54.4,1,5,none,0,take_break,20
0,night,1,0,social,dinner,127,restaurant,55.7,96.0,10,3.15,157.9,clear,36.3,45.1,1,2,podcast,1,no_action,7
10,morning,1,0,work,deadline,177,work,60.0,90.4,4,2.04,67.6,rain,12.7,100.0,0,0,music,0,no_action,7
23,night,0,0,none,none,999,home,34.5,46.6,9,0.53,9.6,clear,40.5,78.2,1,5,none,1,sleep_suggestion,15
5,morning,4,0,social,dinner,-22,restaurant,91.2,89.9,4,0.19,174.7,rain,1.3,88.1,0,0,music,1,no_action,7
1,night,5,1,none,none,999,home,65.6,43.1,0,3.13,79.8,rain,90.8,42.2,1,2,music,1,no_action,7
9,morning,2,0,work,team_meeting,19,commuting,48.9,51.4,0,1.52,68.9,clear,63.3,78.3,0,4,podcast,0,play_podcast,10
14,afternoon,0,0,school,exam,154,school,76.3,59.9,1,3.08,168.1,clear,32.1,88.4,1,0,podcast,0,take_break,20
10,morning,2,0,school,lecture,117,school,92.1,58.3,1,0.11,132.1,clear,51.7,96.0,0,4,none,0,study_for_class,18
17,evening,5,1,social,dinner,122,restaurant,16.8,100.0,3,2.15,144.7,clear,49.2,83.1,0,2,none,0,no_action,7
22,night,5,1,none,none,999,home,23.6,72.4,5,0.93,54.3,clear,83.9,15.8,0,0,music,1,wind_down,22
7,morning,5,1,none,none,999,home,66.9,51.8,2,0.39,159.8,rain,76.5,71.8,0,3,podcast,0,exercise_suggestion,2
13,afternoon,5,1,work,team_meeting,172,work,25.5,98.3,10,3.49,163.3,clear,76.3,72.5,0,3,none,0,take_break,20
13,afternoon,1,0,work,team_meeting,28,work,98.3,22.9,7,0.56,142.4,rain,78.0,42.4,0,4,none,0,prepare_for_meeting,11
19,evening,2,0,none,none,999,outside,38.4,60.5,7,1.26,54.2,snow,73.2,56.5,0,3,none,0,no_action,7
17,evening,2,0,work,team_meeting,165,work,57.6,100.0,1,0.87,142.3,rain,48.6,70.3,0,4,none,0,take_break,20
2,night,2,0,none,none,999,home,72.2,91.1,8,2.3,18.8,clear,26.2,73.5,0,0,none,1,no_action,7
6,morning,2,0,work,presentation,83,work,46.6,52.4,3,0.33,28.9,clear,81.1,28.3,0,1,none,0,no_action,7
16,afternoon,5,1,health,doctor_appointment,107,home,81.8,69.3,4,0.34,64.4,fog,30.4,57.7,1,0,none,0,no_action,7
14,afternoon,4,0,school,study_session,116,school,31.6,91.4,9,3.61,150.1,clear,27.1,39.1,0,5,none,0,study_for_class,18
4,night,4,0,none,none,999,home,24.5,47.1,9,1.02,15.6,fog,70.5,33.9,0,0,none,1,sleep_suggestion,15
21,night,1,0,none,none,999,outside,44.6,100.0,9,1.36,159.8,fog,45.6,64.8,0,0,music,1,wind_down,22
18,evening,6,1,health,medication_reminder,63,outside,45.8,75.9,4,1.1,29.7,clear,89.0,77.4,1,1,podcast,0,no_action,7
0,night,3,0,social,family_time,116,home,85.1,72.8,2,2.78,143.5,rain,31.5,5.0,0,0,podcast,1,no_action,7
4,night,1,0,none,none,999,outside,50.5,67.8,4,0.57,127.2,rain,1.9,58.1,0,1,none,1,no_action,7
15,afternoon,3,0,work,presentation,83,work,99.7,63.7,2,1.14,64.6,clear,53.5,51.3,0,1,none,0,no_action,7
8,morning,6,1,none,none,999,home,19.6,57.1,5,3.91,17.6,clear,36.8,20.2,0,4,music,0,no_action,7
13,afternoon,2,0,social,dinner,84,restaurant,17.2,64.0,0,1.45,155.8,clear,82.4,100.0,0,1,music,0,no_action,7
11,morning,3,0,health,doctor_appointment,3,commuting,84.9,94.5,7,0.02,21.8,snow,83.8,60.1,1,3,music,0,find_parking,4
0,night,4,0,none,none,999,home,77.2,79.6,3,4.14,104.8,clear,93.7,42.8,0,4,none,1,no_action,7
12,afternoon,5,1,work,presentation,144,work,94.8,62.9,2,0.35,77.2,clear,94.5,100.0,0,5,none,0,no_action,7
16,afternoon,2,0,work,team_meeting,110,work,37.0,78.1,10,0.89,7.9,clear,90.9,62.0,0,5,none,0,no_action,7
14,afternoon,4,0,school,lecture,157,school,30.3,100.0,9,1.78,9.6,clear,81.3,77.8,1,1,music,0,no_action,7
1,night,1,0,social,date,25,outside,64.1,78.5,10,2.63,49.9,clear,94.7,100.0,0,0,none,1,start_commute,17
4,night,3,0,none,none,999,home,29.5,34.8,6,0.12,138.1,rain,41.5,61.8,0,1,music,1,sleep_suggestion,15
13,afternoon,0,0,work,presentation,-24,work,57.1,100.0,9,2.49,5.6,clear,74.4,31.7,0,1,music,0,send_late_message,13
17,evening,5,1,social,friends_hangout,90,outside,38.9,63.5,2,3.04,4.0,clear,93.3,88.9,0,5,music,0,no_action,7
10,morning,3,0,work,team_meeting,110,work,74.5,69.3,10,2.28,177.7,rain,76.4,15.2,1,1,music,0,take_break,20
16,afternoon,1,0,school,exam,71,school,62.5,73.3,4,0.79,64.2,clear,42.8,12.0,1,5,none,0,study_for_class,18
13,afternoon,0,0,none,none,999,home,33.6,100.0,10,0.21,95.9,rain,19.8,83.5,0,3,podcast,0,no_action,7
1,night,4,0,none,none,999,home,37.3,32.9,2,1.14,105.7,clear,70.1,21.9,0,5,podcast,1,sleep_suggestion,15
3,night,5,1,none,none,999,home,88.6,51.4,10,0.25,115.6,clear,18.4,50.5,1,4,podcast,1,no_action,7
2,night,0,0,none,none,999,home,28.2,83.2,6,0.08,11.3,clear,18.2,76.3,1,3,podcast,1,sleep_suggestion,15
2,night,5,1,school,lecture,-13,school,11.9,56.9,5,0.36,75.3,clear,9.9,87.1,1,4,none,1,sleep_suggestion,15
10,morning,5,1,social,friends_hangout,46,home,18.8,91.6,2,1.25,117.3,rain,82.0,93.1,0,1,music,0,no_action,7
2,night,5,1,school,exam,99,school,99.7,100.0,1,0.93,170.8,snow,59.0,42.0,0,5,podcast,1,study_for_class,18
18,evening,5,1,social,friends_hangout,105,home,67.7,74.7,10,0.2,173.9,rain,25.3,64.1,0,0,none,0,no_action,7
9,morning,5,1,none,none,999,outside,70.3,91.1,4,0.62,91.4,rain,18.6,72.9,0,4,none,0,focus_session,5
9,morning,0,0,none,none,999,home,24.2,99.2,10,1.59,6.5,clear,89.2,5.0,1,0,music,0,read_email_alert,12
22,night,3,0,social,family_time,51,home,67.7,13.0,6,3.9,60.7,rain,14.9,55.4,0,0,none,1,charge_phone,0
1,night,1,0,none,none,999,home,77.6,100.0,6,8.28,98.3,rain,62.7,47.0,1,4,music,1,eat_something,1
3,night,4,0,none,none,999,home,56.9,66.1,6,0.05,95.2,fog,71.4,53.4,0,3,music,1,no_action,7
19,evening,1,0,school,study_session,40,school,51.5,81.0,8,1.1,141.7,clear,37.9,88.4,0,4,none,0,study_for_class,18
9,morning,2,0,health,therapy,64,home,91.1,100.0,1,0.26,1.6,snow,1.7,51.5,0,5,none,0,no_action,7
9,morning,5,1,none,none,999,home,100.0,65.8,7,0.3,69.6,clear,49.2,85.9,1,4,music,0,read_email_alert,12
17,evening,2,0,social,friends_hangout,-15,commuting,83.0,73.7,1,4.65,134.9,clear,28.7,100.0,0,0,music,0,suggest_repeat_action,19
9,morning,4,0,work,presentation,32,commuting,68.4,76.1,10,6.69,24.0,clear,21.1,54.1,0,4,none,0,eat_something,1
22,night,5,1,social,dinner,43,restaurant,59.9,44.2,0,1.48,47.1,clear,87.3,97.0,1,2,podcast,1,no_action,7
3,night,6,1,work,deadline,163,work,37.4,50.8,5,0.78,155.0,rain,93.6,92.4,0,3,none,1,sleep_suggestion,15
8,morning,4,0,none,none,999,home,23.4,69.5,2,3.33,110.5,rain,8.1,46.4,1,3,none,0,read_email_alert,12
6,morning,2,0,school,lecture,63,school,90.8,100.0,2,1.67,28.4,clear,87.7,62.4,0,2,music,0,study_for_class,18
19,evening,1,0,work,deadline,-25,work,26.5,100.0,0,1.61,85.4,rain,99.5,51.1,1,4,none,0,send_late_message,13
12,afternoon,1,0,work,team_meeting,158,work,68.7,68.5,7,8.15,49.6,rain,61.3,53.4,0,2,none,0,eat_something,1
21,night,2,0,work,deadline,-14,work,45.5,75.3,3,4.86,135.0,clear,91.9,100.0,0,5,music,1,send_late_message,13
12,afternoon,0,0,health,therapy,139,outside,79.8,34.3,6,2.86,74.5,clear,29.1,67.2,1,4,none,0,no_action,7
14,afternoon,4,0,none,none,999,home,88.6,100.0,10,2.47,18.4,clear,68.4,65.2,0,4,none,0,focus_session,5
8,morning,2,0,school,exam,143,school,70.0,67.0,5,0.96,135.1,rain,2.8,100.0,1,0,none,0,take_break,20
16,afternoon,2,0,work,deadline,32,work,89.7,36.2,8,7.11,166.3,rain,36.0,81.8,0,3,none,0,eat_something,1
7,morning,6,1,social,friends_hangout,-29,commuting,42.9,49.8,8,0.04,73.6,rain,28.8,53.4,1,2,none,0,send_late_message,13
14,afternoon,1,0,none,none,999,outside,22.3,95.3,7,2.22,50.2,clear,58.7,29.8,0,1,music,0,no_action,7
15,afternoon,2,0,work,presentation,-3,work,33.7,69.0,5,0.28,161.3,clear,12.9,67.4,0,2,none,0,silence_phone,14
22,night,6,1,none,none,999,home,69.8,41.9,0,0.79,68.0,rain,43.6,21.7,0,5,none,1,wind_down,22
3,night,6,1,none,none,999,home,81.8,59.7,8,1.53,121.4,rain,89.8,56.8,1,5,music,1,no_action,7
9,morning,6,1,none,none,999,outside,11.6,86.9,7,4.17,106.1,rain,6.8,50.6,0,0,none,0,no_action,7
14,afternoon,2,0,work,deadline,63,work,91.0,85.8,7,0.37,132.6,clear,62.6,45.9,0,1,none,0,take_break,20
8,morning,5,1,none,none,999,home,66.1,56.6,4,0.39,142.4,clear,54.8,91.7,1,1,music,0,read_email_alert,12
3,night,3,0,none,none,999,outside,22.0,89.4,1,4.31,127.8,rain,72.0,59.7,1,5,podcast,1,sleep_suggestion,15
13,afternoon,0,0,none,none,999,home,76.1,59.7,9,2.1,139.7,rain,65.0,63.3,1,1,podcast,0,read_email_alert,12
2,night,5,1,none,none,999,outside,85.7,100.0,3,1.3,52.0,clear,51.2,13.5,1,2,none,1,no_action,7
0,night,0,0,social,friends_hangout,72,home,42.7,59.5,1,6.05,99.5,clear,51.9,100.0,1,1,music,1,sleep_suggestion,15
11,morning,0,0,work,deadline,7,work,51.8,38.8,9,0.65,172.9,clear,45.9,98.6,1,4,music,0,take_break,20
15,afternoon,2,0,none,none,999,home,96.4,60.0,0,1.32,16.8,rain,8.1,56.9,0,5,music,0,exercise_suggestion,2
18,evening,5,1,social,family_time,94,home,22.0,30.2,10,1.55,30.5,clear,38.1,88.9,0,1,podcast,0,no_action,7
3,night,6,1,none,none,999,home,22.4,97.1,1,10.0,118.3,clear,8.8,96.1,0,3,none,1,sleep_suggestion,15
8,morning,5,1,social,dinner,87,restaurant,94.0,40.7,0,0.24,167.1,clear,6.8,93.9,0,0,none,0,no_action,7
13,afternoon,3,0,social,family_time,175,home,25.6,69.9,7,1.29,152.0,rain,25.0,36.4,0,3,none,0,no_action,7
2,night,6,1,none,none,999,home,53.0,83.8,9,0.53,176.7,clear,16.2,58.6,0,1,music,1,no_action,7
